The following timings are the average of 30 tests:
Integers 	 Seconds
449 	  0.000105567
451 	  0.000106867
452 	  0.000105933
454 	  0.000106767
455 	  0.000106600
457 	  0.000107600
458 	  0.000107133
460 	  0.000106967
461 	  0.000107367
463 	  0.000107267
464 	  0.000107733
466 	  0.000107333
467 	  0.000107367
469 	  0.000108067
470 	  0.000107233
472 	  0.000106633
473 	  0.000107600
475 	  0.000107100
476 	  0.000106800
478 	  0.000107400
479 	  0.000107300
481 	  0.000107233
482 	  0.000107133
484 	  0.000107133
485 	  0.000107533
487 	  0.000107567
488 	  0.000107233
490 	  0.000106867
491 	  0.000106767
493 	  0.000107367
494 	  0.000107033
496 	  0.000107033
497 	  0.000107300
499 	  0.000107900
500 	  0.000106700
502 	  0.000107300
503 	  0.000107233
505 	  0.000106900
506 	  0.000107600
508 	  0.000107233
509 	  0.000107167
511 	  0.000106933
512 	  0.000106967
514 	  0.000107367
515 	  0.000107100
517 	  0.000107100
518 	  0.000107200
520 	  0.000107300
521 	  0.000107433
523 	  0.000107700
524 	  0.000107433
526 	  0.000107400
527 	  0.000107000
529 	  0.000106867
530 	  0.000107733
532 	  0.000107667
533 	  0.000107500
535 	  0.000107467
536 	  0.000107633
538 	  0.000107800
539 	  0.000108433
541 	  0.000108700
542 	  0.000108567
544 	  0.000108300
545 	  0.000108333
547 	  0.000108000
548 	  0.000108567
550 	  0.000108600
551 	  0.000109200
553 	  0.000108733
554 	  0.000108933
556 	  0.000109200
557 	  0.000109300
559 	  0.000109867
560 	  0.000109167
562 	  0.000109533
563 	  0.000109400
565 	  0.000109700
566 	  0.000108967
568 	  0.000110100
569 	  0.000109233
571 	  0.000109533
572 	  0.000109367
574 	  0.000109400
575 	  0.000109867
577 	  0.000109633
578 	  0.000111833
580 	  0.000109733
581 	  0.000109967
582 	  0.000110533
584 	  0.000110367
585 	  0.000109733
587 	  0.000110167
588 	  0.000110367
590 	  0.000110567
591 	  0.000110433
593 	  0.000110867
594 	  0.000110533
596 	  0.000110600
597 	  0.000110200
599 	  0.000110400
600 	  0.000110733
602 	  0.000110767
603 	  0.000110967
605 	  0.000110700
606 	  0.000110967
608 	  0.000111200
609 	  0.000111100
611 	  0.000111100
612 	  0.000110867
613 	  0.000111133
615 	  0.000111200
616 	  0.000110900
618 	  0.000111300
619 	  0.000111467
621 	  0.000111633
622 	  0.000111533
624 	  0.000111767
625 	  0.000111733
627 	  0.000111900
628 	  0.000111967
630 	  0.000112100
631 	  0.000112333
632 	  0.000112433
634 	  0.000112400
635 	  0.000112833
637 	  0.000112667
638 	  0.000112467
640 	  0.000113300
641 	  0.000113300
643 	  0.000112667
644 	  0.000113000
645 	  0.000112733
647 	  0.000113200
648 	  0.000113300
650 	  0.000113100
651 	  0.000113533
653 	  0.000113333
654 	  0.000113633
656 	  0.000114067
657 	  0.000113367
658 	  0.000113667
660 	  0.000114133
661 	  0.000114100
663 	  0.000113567
664 	  0.000113967
666 	  0.000113833
667 	  0.000115400
668 	  0.000114267
670 	  0.000114467
671 	  0.000114433
673 	  0.000114533
674 	  0.000114667
676 	  0.000114733
677 	  0.000115033
678 	  0.000114833
680 	  0.000114833
681 	  0.000115233
683 	  0.000115433
684 	  0.000115300
685 	  0.000115167
687 	  0.000115567
688 	  0.000115733
690 	  0.000115467
691 	  0.000115667
692 	  0.000115900
694 	  0.000115767
695 	  0.000116000
697 	  0.000116367
698 	  0.000116400
699 	  0.000116567
701 	  0.000116667
702 	  0.000116367
704 	  0.000116367
705 	  0.000116767
706 	  0.000116633
708 	  0.000116767
709 	  0.000116700
710 	  0.000116633
712 	  0.000117100
713 	  0.000117133
715 	  0.000118267
716 	  0.000118233
717 	  0.000118133
719 	  0.000118067
720 	  0.000118033
721 	  0.000117967
723 	  0.000119800
724 	  0.000119067
725 	  0.000119600
727 	  0.000118733
728 	  0.000119267
730 	  0.000119300
731 	  0.000118767
732 	  0.000119067
734 	  0.000119000
735 	  0.000118867
736 	  0.000119100
738 	  0.000119000
739 	  0.000119067
740 	  0.000119233
742 	  0.000120100
743 	  0.000120100
744 	  0.000120367
746 	  0.000120100
747 	  0.000120200
748 	  0.000120300
750 	  0.000120033
751 	  0.000120300
752 	  0.000120400
753 	  0.000120100
755 	  0.000121933
756 	  0.000122333
757 	  0.000122267
759 	  0.000122233
760 	  0.000122367
761 	  0.000122167
763 	  0.000122233
764 	  0.000121433
765 	  0.000121667
767 	  0.000120567
768 	  0.000121233
769 	  0.000120667
770 	  0.000120567
772 	  0.000120900
773 	  0.000120967
774 	  0.000120933
776 	  0.000120900
777 	  0.000120900
778 	  0.000121167
779 	  0.000120600
781 	  0.000121000
782 	  0.000120900
783 	  0.000120467
784 	  0.000120767
786 	  0.000121100
787 	  0.000120900
788 	  0.000120800
789 	  0.000120767
791 	  0.000120767
792 	  0.000120467
793 	  0.000121033
794 	  0.000121333
796 	  0.000121567
797 	  0.000121733
798 	  0.000121767
799 	  0.000122267
801 	  0.000121967
802 	  0.000122000
803 	  0.000121800
804 	  0.000121733
805 	  0.000121533
807 	  0.000122167
808 	  0.000122033
809 	  0.000122667
810 	  0.000124500
811 	  0.000125367
813 	  0.000124167
814 	  0.000125967
815 	  0.000126567
816 	  0.000125233
817 	  0.000129200
819 	  0.000128567
820 	  0.000131467
821 	  0.000131033
822 	  0.000131400
823 	  0.000131100
825 	  0.000131800
826 	  0.000132000
827 	  0.000132000
828 	  0.000131333
829 	  0.000132433
830 	  0.000131633
832 	  0.000144533
833 	  0.000132467
834 	  0.000131933
835 	  0.000132467
836 	  0.000132100
837 	  0.000131767
838 	  0.000132300
840 	  0.000132567
841 	  0.000132533
842 	  0.000132467
843 	  0.000132633
844 	  0.000133067
845 	  0.000132600
846 	  0.000132667
847 	  0.000132800
849 	  0.000132800
850 	  0.000132500
851 	  0.000133100
852 	  0.000132800
853 	  0.000132267
854 	  0.000132567
855 	  0.000132700
856 	  0.000132167
857 	  0.000132600
858 	  0.000132433
860 	  0.000132667
861 	  0.000132800
862 	  0.000133033
863 	  0.000132633
864 	  0.000132800
865 	  0.000133167
866 	  0.000132900
867 	  0.000132833
868 	  0.000132400
869 	  0.000132900
870 	  0.000133433
871 	  0.000133133
872 	  0.000133133
873 	  0.000133333
874 	  0.000133367
875 	  0.000133200
876 	  0.000132967
877 	  0.000133267
878 	  0.000133267
879 	  0.000133133
880 	  0.000133333
881 	  0.000133067
883 	  0.000133367
884 	  0.000133233
885 	  0.000133367
886 	  0.000133167
887 	  0.000133500
887 	  0.000132867
888 	  0.000133233
889 	  0.000133200
890 	  0.000133733
891 	  0.000133867
892 	  0.000134333
893 	  0.000133967
894 	  0.000134167
895 	  0.000134100
896 	  0.000134633
897 	  0.000134433
898 	  0.000134833
899 	  0.000134667
900 	  0.000134367
901 	  0.000134500
902 	  0.000134500
903 	  0.000134300
904 	  0.000134033
905 	  0.000134833
906 	  0.000134600
907 	  0.000134767
908 	  0.000134467
908 	  0.000134167
909 	  0.000134767
910 	  0.000134333
911 	  0.000133600
912 	  0.000134467
913 	  0.000134133
914 	  0.000134167
915 	  0.000134167
916 	  0.000134267
916 	  0.000134333
917 	  0.000134233
918 	  0.000134233
919 	  0.000134533
920 	  0.000134500
921 	  0.000134700
922 	  0.000134667
922 	  0.000134667
923 	  0.000134567
924 	  0.000134267
925 	  0.000134233
926 	  0.000134367
927 	  0.000134867
927 	  0.000134500
928 	  0.000134600
929 	  0.000134700
930 	  0.000134500
931 	  0.000134433
932 	  0.000134333
932 	  0.000134500
933 	  0.000135033
934 	  0.000134467
935 	  0.000134667
936 	  0.000134767
936 	  0.000134633
937 	  0.000134533
938 	  0.000134600
939 	  0.000134700
939 	  0.000134633
940 	  0.000134567
941 	  0.000134600
942 	  0.000134633
942 	  0.000134567
943 	  0.000134667
944 	  0.000134767
945 	  0.000134900
945 	  0.000134433
946 	  0.000134767
947 	  0.000134733
948 	  0.000134500
948 	  0.000134767
949 	  0.000134633
950 	  0.000134600
950 	  0.000134800
951 	  0.000134600
952 	  0.000134833
952 	  0.000134867
953 	  0.000134600
954 	  0.000134867
954 	  0.000134633
955 	  0.000135233
956 	  0.000135100
956 	  0.000134800
957 	  0.000134667
958 	  0.000134867
958 	  0.000134767
959 	  0.000134967
960 	  0.000135500
960 	  0.000134633
961 	  0.000134967
962 	  0.000134933
962 	  0.000134800
963 	  0.000135033
963 	  0.000135100
964 	  0.000134867
965 	  0.000134800
965 	  0.000134833
966 	  0.000135133
966 	  0.000134767
967 	  0.000134833
968 	  0.000134967
968 	  0.000134867
969 	  0.000135067
969 	  0.000134800
970 	  0.000135333
970 	  0.000135233
971 	  0.000135167
971 	  0.000134933
972 	  0.000135167
973 	  0.000135167
973 	  0.000135133
974 	  0.000135267
974 	  0.000135200
975 	  0.000135300
975 	  0.000135567
976 	  0.000135500
976 	  0.000135133
977 	  0.000135400
977 	  0.000135500
978 	  0.000135333
978 	  0.000135833
979 	  0.000135400
979 	  0.000135633
979 	  0.000135633
980 	  0.000135800
980 	  0.000135467
981 	  0.000135633
981 	  0.000135233
982 	  0.000135367
982 	  0.000135733
983 	  0.000135800
983 	  0.000135467
983 	  0.000135633
984 	  0.000135633
984 	  0.000136267
985 	  0.000135733
985 	  0.000135867
985 	  0.000135867
986 	  0.000136000
986 	  0.000136067
987 	  0.000135967
987 	  0.000136333
987 	  0.000136167
988 	  0.000136333
988 	  0.000135933
988 	  0.000136233
989 	  0.000136000
989 	  0.000136267
989 	  0.000136533
990 	  0.000136267
990 	  0.000136033
990 	  0.000136467
991 	  0.000136233
991 	  0.000136300
991 	  0.000136200
992 	  0.000136833
992 	  0.000136167
992 	  0.000136200
993 	  0.000136833
993 	  0.000136633
993 	  0.000136367
993 	  0.000136533
994 	  0.000136300
994 	  0.000136533
994 	  0.000136467
994 	  0.000136300
995 	  0.000136567
995 	  0.000136400
995 	  0.000136700
995 	  0.000136533
995 	  0.000136533
996 	  0.000136500
996 	  0.000136733
996 	  0.000136567
996 	  0.000136500
996 	  0.000136600
997 	  0.000136500
997 	  0.000136667
997 	  0.000136833
997 	  0.000136600
997 	  0.000136767
998 	  0.000136633
998 	  0.000136900
998 	  0.000136733
998 	  0.000136633
998 	  0.000136833
998 	  0.000136700
998 	  0.000136633
998 	  0.000136467
999 	  0.000136700
999 	  0.000136633
999 	  0.000136733
999 	  0.000136867
999 	  0.000136800
999 	  0.000136467
999 	  0.000136667
999 	  0.000136800
999 	  0.000137033
999 	  0.000136700
999 	  0.000137033
999 	  0.000136800
999 	  0.000136667
999 	  0.000136700
999 	  0.000136867
999 	  0.000136733
999 	  0.000136833
999 	  0.000136767
1000 	  0.000137467
