make: Nothing to be done for 'all'.
PA1 timing test
srun -N2 PA1 10000 30 10000
The following timings are the average of 30 tests:
Integers 	 Seconds
1 	  0.000163100
2 	  0.000141833
3 	  0.000142967
4 	  0.000142667
5 	  0.000143233
6 	  0.000143300
7 	  0.000143333
8 	  0.000143267
9 	  0.000143133
10 	  0.000143333
11 	  0.000143300
12 	  0.000143200
13 	  0.000143233
14 	  0.000143267
15 	  0.000143233
16 	  0.000143233
17 	  0.000143167
18 	  0.000143333
19 	  0.000143233
20 	  0.000143167
21 	  0.000143300
22 	  0.000143367
23 	  0.000143133
24 	  0.000143133
25 	  0.000143300
26 	  0.000143267
27 	  0.000143133
28 	  0.000143267
29 	  0.000143133
30 	  0.000143300
31 	  0.000143233
32 	  0.000143300
33 	  0.000143167
34 	  0.000143300
35 	  0.000143200
36 	  0.000143167
37 	  0.000143167
38 	  0.000143100
39 	  0.000143300
40 	  0.000143133
41 	  0.000143367
42 	  0.000143233
43 	  0.000143167
44 	  0.000143300
45 	  0.000143267
46 	  0.000143300
47 	  0.000143300
48 	  0.000143133
49 	  0.000143300
50 	  0.000143367
51 	  0.000143100
52 	  0.000143200
53 	  0.000143167
54 	  0.000143200
55 	  0.000143033
56 	  0.000143233
57 	  0.000143200
58 	  0.000143333
59 	  0.000143167
60 	  0.000143100
61 	  0.000143300
62 	  0.000143200
63 	  0.000140167
64 	  0.000050567
65 	  0.000050767
66 	  0.000051100
67 	  0.000051233
68 	  0.000051567
69 	  0.000051300
70 	  0.000051833
71 	  0.000051800
72 	  0.000051533
73 	  0.000051733
74 	  0.000052333
75 	  0.000052100
76 	  0.000052200
77 	  0.000052100
78 	  0.000052567
79 	  0.000053167
80 	  0.000052667
81 	  0.000053067
82 	  0.000053333
83 	  0.000053333
84 	  0.000054233
85 	  0.000053667
86 	  0.000054233
87 	  0.000053833
88 	  0.000054000
89 	  0.000054367
90 	  0.000054000
91 	  0.000054467
92 	  0.000054500
93 	  0.000054767
94 	  0.000055033
95 	  0.000055233
96 	  0.000055300
97 	  0.000055600
98 	  0.000055967
99 	  0.000055833
100 	  0.000056300
101 	  0.000056433
102 	  0.000056167
103 	  0.000056500
104 	  0.000056300
105 	  0.000056667
106 	  0.000056933
107 	  0.000057033
108 	  0.000057333
109 	  0.000057233
110 	  0.000057533
111 	  0.000058700
112 	  0.000057667
113 	  0.000058600
114 	  0.000059200
115 	  0.000058667
116 	  0.000058300
117 	  0.000058767
118 	  0.000058500
119 	  0.000058833
120 	  0.000059000
121 	  0.000059000
122 	  0.000059733
123 	  0.000059333
124 	  0.000059967
125 	  0.000060100
126 	  0.000060267
127 	  0.000060367
128 	  0.000060967
129 	  0.000061033
130 	  0.000061433
131 	  0.000061033
132 	  0.000061400
133 	  0.000061433
134 	  0.000061767
135 	  0.000062000
136 	  0.000061533
137 	  0.000062267
138 	  0.000061933
139 	  0.000061933
140 	  0.000062100
141 	  0.000062900
142 	  0.000062533
143 	  0.000062967
144 	  0.000062833
145 	  0.000063367
146 	  0.000063467
147 	  0.000063833
148 	  0.000063800
149 	  0.000063500
150 	  0.000063867
151 	  0.000064167
152 	  0.000063933
153 	  0.000064133
154 	  0.000064733
155 	  0.000064733
156 	  0.000064667
157 	  0.000064933
158 	  0.000065467
159 	  0.000065133
160 	  0.000065667
161 	  0.000065667
162 	  0.000066067
163 	  0.000066033
164 	  0.000066500
165 	  0.000066400
166 	  0.000066867
167 	  0.000066400
168 	  0.000066600
169 	  0.000066433
170 	  0.000066700
171 	  0.000066667
172 	  0.000066967
173 	  0.000067167
174 	  0.000067833
175 	  0.000067733
176 	  0.000068033
177 	  0.000068000
178 	  0.000069200
179 	  0.000069033
180 	  0.000069133
181 	  0.000069200
182 	  0.000069167
183 	  0.000068667
184 	  0.000068933
185 	  0.000069167
186 	  0.000069100
187 	  0.000069100
188 	  0.000069533
189 	  0.000069867
190 	  0.000069900
191 	  0.000070567
192 	  0.000070300
193 	  0.000070400
194 	  0.000070967
195 	  0.000071000
196 	  0.000071033
197 	  0.000071400
198 	  0.000071233
199 	  0.000071433
200 	  0.000071500
201 	  0.000071533
202 	  0.000071500
203 	  0.000072167
204 	  0.000071467
205 	  0.000072067
206 	  0.000072667
207 	  0.000072467
208 	  0.000073100
209 	  0.000073133
210 	  0.000073167
211 	  0.000073133
212 	  0.000073400
213 	  0.000073333
214 	  0.000073200
215 	  0.000073900
216 	  0.000073567
217 	  0.000074400
218 	  0.000074533
219 	  0.000074433
220 	  0.000074067
221 	  0.000074700
222 	  0.000074433
223 	  0.000074867
224 	  0.000075133
225 	  0.000075600
226 	  0.000075800
227 	  0.000075467
228 	  0.000075867
229 	  0.000076700
230 	  0.000076133
231 	  0.000076633
232 	  0.000076300
233 	  0.000076667
234 	  0.000076700
235 	  0.000076433
236 	  0.000076900
237 	  0.000077033
238 	  0.000077400
239 	  0.000077600
240 	  0.000077300
241 	  0.000077633
242 	  0.000077933
243 	  0.000078333
244 	  0.000078467
245 	  0.000078667
246 	  0.000078667
247 	  0.000084967
248 	  0.000084867
249 	  0.000084700
250 	  0.000085167
251 	  0.000085133
252 	  0.000085100
253 	  0.000085867
254 	  0.000085700
255 	  0.000085933
256 	  0.000085900
257 	  0.000086233
258 	  0.000086400
259 	  0.000086567
260 	  0.000086800
261 	  0.000086800
262 	  0.000087267
263 	  0.000087200
264 	  0.000087267
265 	  0.000087333
266 	  0.000087033
267 	  0.000088100
268 	  0.000087433
269 	  0.000087733
270 	  0.000088433
271 	  0.000088567
272 	  0.000088267
273 	  0.000088767
274 	  0.000089067
275 	  0.000089067
276 	  0.000089100
277 	  0.000089667
278 	  0.000089067
279 	  0.000089633
280 	  0.000089567
281 	  0.000089467
282 	  0.000090033
283 	  0.000089900
284 	  0.000090100
285 	  0.000090400
286 	  0.000090433
287 	  0.000090933
288 	  0.000090833
289 	  0.000091433
290 	  0.000090733
291 	  0.000091367
292 	  0.000091633
293 	  0.000092567
294 	  0.000091700
295 	  0.000092333
296 	  0.000092333
297 	  0.000092433
298 	  0.000092200
299 	  0.000092300
300 	  0.000092700
301 	  0.000092900
302 	  0.000092967
303 	  0.000093267
304 	  0.000093267
305 	  0.000094067
306 	  0.000094200
307 	  0.000093967
308 	  0.000093833
309 	  0.000094400
310 	  0.000094467
311 	  0.000094867
312 	  0.000094967
313 	  0.000095100
314 	  0.000094600
315 	  0.000095233
316 	  0.000095267
317 	  0.000095400
318 	  0.000095933
319 	  0.000095800
320 	  0.000096067
321 	  0.000096633
322 	  0.000095633
323 	  0.000096467
324 	  0.000096567
325 	  0.000096533
326 	  0.000096633
327 	  0.000097267
328 	  0.000097100
329 	  0.000097800
330 	  0.000097867
331 	  0.000097800
332 	  0.000098100
333 	  0.000097900
334 	  0.000098500
335 	  0.000098300
336 	  0.000097933
337 	  0.000098333
338 	  0.000099100
339 	  0.000099367
340 	  0.000099367
341 	  0.000099367
342 	  0.000099600
343 	  0.000099667
344 	  0.000099267
345 	  0.000099700
346 	  0.000099700
347 	  0.000102133
348 	  0.000101500
349 	  0.000101833
350 	  0.000102267
351 	  0.000102300
352 	  0.000102633
353 	  0.000107933
354 	  0.000107200
355 	  0.000107600
356 	  0.000107300
357 	  0.000107300
358 	  0.000107267
359 	  0.000107133
360 	  0.000107167
361 	  0.000107267
362 	  0.000106867
363 	  0.000107467
364 	  0.000107533
365 	  0.000107600
366 	  0.000107133
367 	  0.000107000
368 	  0.000107500
369 	  0.000107133
370 	  0.000107100
371 	  0.000107733
372 	  0.000107567
373 	  0.000107167
374 	  0.000107200
375 	  0.000106867
376 	  0.000107967
377 	  0.000107233
378 	  0.000107200
379 	  0.000107567
380 	  0.000107500
381 	  0.000107733
382 	  0.000107967
383 	  0.000109400
384 	  0.000108933
385 	  0.000109300
386 	  0.000108933
387 	  0.000108767
388 	  0.000109100
