The following timings are the average of 30 tests:
Integers 	 Seconds
1 	  0.000159067
1 	  0.000141633
1 	  0.000142900
1 	  0.000143167
1 	  0.000143167
1 	  0.000143367
1 	  0.000143233
1 	  0.000143267
1 	  0.000143400
2 	  0.000143167
2 	  0.000143300
3 	  0.000143300
4 	  0.000143233
4 	  0.000143267
5 	  0.000143233
6 	  0.000143233
6 	  0.000143233
7 	  0.000143300
8 	  0.000143133
9 	  0.000143267
10 	  0.000143333
11 	  0.000143267
12 	  0.000143233
13 	  0.000143367
14 	  0.000143300
15 	  0.000143133
17 	  0.000143267
18 	  0.000143300
19 	  0.000143267
20 	  0.000143133
21 	  0.000143200
23 	  0.000143267
24 	  0.000143233
25 	  0.000143300
27 	  0.000143200
28 	  0.000143300
30 	  0.000143200
31 	  0.000143267
32 	  0.000143133
34 	  0.000143333
35 	  0.000143233
37 	  0.000143200
38 	  0.000143333
40 	  0.000143167
41 	  0.000143200
43 	  0.000143100
44 	  0.000143367
46 	  0.000143267
47 	  0.000143167
49 	  0.000143233
50 	  0.000143300
52 	  0.000143333
53 	  0.000143267
55 	  0.000143267
56 	  0.000143200
58 	  0.000143233
59 	  0.000126567
61 	  0.000041900
62 	  0.000042767
64 	  0.000042567
65 	  0.000043167
67 	  0.000043200
68 	  0.000043200
69 	  0.000043200
71 	  0.000043600
72 	  0.000043733
74 	  0.000043967
75 	  0.000044100
76 	  0.000044033
78 	  0.000045400
79 	  0.000045033
80 	  0.000045400
81 	  0.000045467
82 	  0.000045733
84 	  0.000045900
85 	  0.000046333
86 	  0.000045833
87 	  0.000046267
88 	  0.000046467
89 	  0.000046467
90 	  0.000046467
91 	  0.000046433
92 	  0.000046600
93 	  0.000047200
93 	  0.000046600
94 	  0.000047233
95 	  0.000047833
95 	  0.000047533
96 	  0.000048233
97 	  0.000048000
97 	  0.000048233
98 	  0.000048233
98 	  0.000048067
98 	  0.000048033
99 	  0.000048733
99 	  0.000048167
99 	  0.000048300
99 	  0.000048367
99 	  0.000048167
100 	  0.000048667
